"targets.name","targets.mz","nearest_mz","mz_deviation","signal"
"SM(42:1)",815.7001,NA,NA,133536.030949993
"PE(42:8)",816.5537,816.5537,0,0
"PC-P(40:7)",816.59,816.59,0,0
"PC(38:1)",816.6479,816.6405,0.00740000000007512,256.830025337838
"PC-O(39:1) or PC-P(39:0)",816.6845,816.7029,-0.0184000000000424,81310.8504748164
"TG(48:4)",816.7079,816.7029,0.00499999999999545,81310.8504748164
"PC(39:7)",818.5691,818.5761,-0.00699999999994816,0
"PC-O(40:7) or PC-P(40:6)",818.6057,818.6071,-0.00139999999998963,22203.9876377937
"PC(38:0)",818.6639,818.6639,0,0
"PC-O(39:0)",818.7002,818.7213,-0.0211000000000467,121911.756874169
"TG(48:3)",818.7236,818.7213,0.00229999999999109,121911.756874169
"SM(43:6)",819.6369,819.6368,9.99999999748979e-05,0
"PC(39:6)",820.585,820.5861,-0.00109999999995125,1777.01645958582
"PC-O(40:6) or PC-P(40:5)",820.6214,820.6248,-0.00340000000005602,14237.5074628202
"TG(48:2)",820.739,820.7392,-0.000199999999949796,599766.710561491
"SM(43:5)",821.6526,821.6542,-0.00159999999993943,0
"PC(39:5)",822.6007,822.5945,0.0061999999999216,3516.37747411726
"PC-O(40:5)",822.6371,822.642,-0.00490000000002055,11238.8998531419
"TG(48:1)",822.7546,822.7564,-0.00180000000000291,1120465.5510837
"SM(44:11)",823.5738,823.5644,0.00940000000002783,440.768581081081
"PE(42:4)",824.6168,824.6228,-0.00599999999997181,0
"PC-P(40:3)",824.6532,824.6508,0.00239999999996598,655.788002712833
"TG(49:7)",824.6758,824.6744,0.00139999999998963,447.579075168919
"TG_oxid(47:1)",824.7334,824.7588,-0.0253999999999905,44396.5145225784
"TG(48:0)",824.7706,824.7703,0.000299999999924694,337824.934225942
"PC(39:3) or PE(42:3)",826.6325,826.6428,-0.0102999999999156,78731.168155181
"PC-P(40:2)",826.6686,826.6428,0.0258000000000038,78731.168155181
"TG(49:6)",826.6917,826.6917,0,0
"TG_oxid(47:0)",826.7493,826.7747,-0.0254000000001042,55660.4168784906
"PC(40:9)",828.5537,828.5503,0.00340000000005602,37066.083443478
"PE(42:2)",828.6481,828.6423,0.00580000000002201,1196.7992971081
"PC-O(40:2)",828.6843,828.6908,-0.00649999999995998,0
"TG(49:5)",828.7074,828.7108,-0.00339999999994234,368.438397381757
"PA(45:1)",829.6685,829.6685,0,0
"PC(40:8)",830.5694,830.5649,0.00450000000000728,17460.292037802
"PC(39:1) or PE(42:1)",830.6638,830.6694,-0.00559999999995853,0
"PC-O(40:1) or PC-P(40:0)",830.7002,830.7095,-0.00930000000005293,12.5438984680326
"TG(49:4)",830.7233,830.7221,0.00120000000003984,898.069952625622
"PA(46:7)",831.5897,831.5805,0.00919999999996435,1042.73171971465
"SM(43:0)",831.7314,831.7314,0,0
"PC(40:7)",832.585,832.5864,-0.00139999999998963,92011.526089539
"PC(39:0)",832.6795,832.6795,0,0
"TG_oxid(48:4)",832.7021,832.7114,-0.00930000000005293,0
"PC-O(40:0)",832.7159,832.7235,-0.00759999999991123,7.07605845619212
"TG(49:3)",832.739,832.7356,0.00340000000005602,2278.80539340588
"PA(46:6)",833.6054,833.59,0.0153999999999996,46173.1842000426
"SM(44:6)",833.6531,833.6545,-0.00139999999998963,1447.79193081483
"PE(43:6)",834.6006,834.5997,0.000900000000001455,423282.181768774
"PC-P(41:5)",834.6375,834.6112,0.026299999999992,156180.366416641
"TG(50:9)",834.6604,834.6522,0.00819999999998799,294.940746410473
"TG_oxid(48:3)",834.718,834.7252,-0.00720000000001164,0
"TG(49:2)",834.7546,834.753,0.00159999999993943,46293.0216320878
"SM(44:5)",835.6688,835.6633,0.00549999999998363,16599.5057906121
"PC-P(42:11)",836.5587,836.5587,0,0
"PE(43:5)",836.6163,836.6159,0.000400000000013279,87361.5773574893
"PC-O(41:5) or PC-P(41:4)",836.6532,836.6602,-0.00700000000006185,794.513197820184
"TG(50:8)",836.6761,836.6721,0.0040000000000191,1858.61935760782
"TG_oxid(48:2)",836.7337,836.7417,-0.0080000000000382,7.84132511175117
"TG(49:1)",836.7702,836.7736,-0.00339999999994234,52039.2420095706
"SM(44:4)",837.6844,837.6844,0,0
"PE(44:11)",838.5375,838.5452,-0.00769999999999982,0
"PC-O(42:11) or PC-P(42:10)",838.5744,838.5655,0.00889999999992597,393.47534839527
"PC-P(41:3)",838.6688,838.6637,0.00510000000008404,0
"TG(50:7)",838.6917,838.6917,0,0
"TG_oxid(48:1)",838.7491,838.757,-0.00789999999994961,0
"TG(49:0)",838.7862,838.7855,0.000700000000051659,1006.43679202209
"PC-P(42:9)",840.59,840.5963,-0.00630000000001019,355.891654349662
"PC(40:3)",840.6482,840.6576,-0.00940000000002783,783.193743391827
"PC-P(41:2)",840.6842,840.6779,0.00630000000001019,0.45041621730913
"TG(50:6)",840.7074,840.7065,0.000900000000001455,396.151763091216
"TG_oxid(48:0)",840.7649,840.772,-0.00710000000003674,0
"PC-O(42:9) or PC-P(42:8)",842.6057,842.614,-0.00830000000007658,262.660341005068
"PC(40:2)",842.6636,842.6636,0,0
"PC-O(41:2)",842.6999,842.7245,-0.0246000000000777,30603.8940110476
"TG(50:5)",842.7231,NA,NA,30603.8940110476
"PA(46:1)",843.6842,843.693,-0.00879999999995107,0
"PC-O(42:8)",844.6214,844.6214,0,0
"PC(40:1)",844.6795,844.6795,0,0
"PC-O(41:1)",844.7158,844.7411,-0.0253000000000156,196647.097640627
"TG(50:4)",844.739,844.7411,-0.0020999999999276,196647.097640627
"PE(43:0)",846.6951,846.6951,0,0
"TG_oxid(49:4)",846.7177,846.7252,-0.00749999999993634,0
"TG(50:3)",846.7546,846.7534,0.00119999999992615,983601.169630997
"PE(44:6)",848.6168,848.5981,0.0186999999999671,3870.29118549498
"PC-P(42:5)",848.6532,848.6435,0.00969999999995252,0.836558515189486
"TG_oxid(49:3)",848.7336,848.7606,-0.02699999999993,1848030.99387576
"TG(50:2)",848.77,848.7721,-0.00210000000004129,4243648.91068468
"PC(41:5) or PE(44:5)",850.6325,850.6408,-0.00829999999996289,0
"PC-P(42:4)",850.6688,850.6698,-0.000999999999976353,2601.80177354423
"TG_oxid(49:2)",850.7493,850.7743,-0.0250000000000909,1307062.58344425
"TG(50:1)",850.7859,850.786,-9.99999999748979e-05,4111242.3243041
"PC(42:11)",852.5537,852.5608,-0.00709999999992306,302.025285050676
"PE(44:4)",852.6481,852.6481,0,0
"PC-O(42:4) or PC-P(42:3)",852.6845,852.694,-0.00950000000000273,395.875343116554
"TG(51:7)",852.7071,852.7065,0.000599999999963075,467.735166807432
"TG_oxid(49:1)",852.7649,852.7903,-0.0253999999999905,336557.845508306
"TG(50:0)",852.8018,852.7903,0.0114999999999554,336557.845508306
"PC(42:10)",854.5694,854.5876,-0.0181999999999789,6986.83745547636
"PC(41:3)",854.6638,854.6638,0,0
"PC-P(42:2)",854.7001,854.7095,-0.00940000000002783,2.50918788544698
"TG(51:6)",854.723,854.7343,-0.0113000000000056,2313.05735897507
"TG_oxid(49:0)",854.7806,854.7893,-0.00869999999997617,21.1608603883476
"PC(42:9)",856.585,856.597,-0.0119999999999436,2467.37826326783
"PC(41:2)",856.6792,856.6768,0.00240000000007967,380.59984691723
"PC-O(42:2) or PC-P(42:1)",856.7158,856.7233,-0.00750000000005002,0
"TG(51:5)",856.7387,856.7359,0.00279999999997926,406.460383234797
"SM(45:1)",857.747,857.747,0,0
"PC(42:8)",858.6007,858.6006,9.99999999748979e-05,821.837734284304
"TG(52:11)",858.6604,858.6604,0,0
"PC(41:1)",858.6951,858.6951,0,0
"TG_oxid(50:5)",858.718,858.7278,-0.00980000000004111,0
"PC-O(42:1)",858.7315,858.7404,-0.00890000000003965,340.811928262764
"TG(51:4)",858.7544,858.7569,-0.00249999999994088,2870.33808423885
"SM(46:7)",859.6682,859.6682,0,0
"PC-P(43:6)",860.6526,860.6526,0,0
"TG(52:10)",860.6761,860.6761,0,0
"TG_oxid(50:4)",860.7336,860.7341,-0.000499999999988177,888.578182132808
"TG(51:3)",860.7703,860.7682,0.00210000000004129,51203.0934368678
"SM(46:6)",861.6839,861.6839,0,0
"PC-O(43:6) or PC-P(43:5)",862.6683,862.6683,0,0
"TG(52:9)",862.6917,862.6917,0,0
"TG_oxid(50:3)",862.7493,862.7527,-0.00340000000005602,613.0184964568
"TG(51:2)",862.7857,862.7864,-0.000699999999937972,106865.082220625
"PC-P(44:11)",864.5895,864.582,0.00750000000005002,324.2001953125
"PC(42:5)",864.6482,864.6413,0.00689999999997326,316.119483741554
"PC-O(43:5)",864.684,864.684,0,0
"TG(52:8)",864.7074,864.7074,0,0
"TG_oxid(50:2)",864.765,864.7694,-0.00440000000003238,468.521959459459
"TG(51:1)",864.8016,864.8035,-0.00189999999997781,29833.4627028489
"PC-O(44:11)",866.6052,866.6052,0,0
"PC(42:4)",866.6638,866.6638,0,0
"TG(52:7)",866.723,866.7233,-0.000300000000038381,957.052764176251
"TG_oxid(50:1)",866.7805,866.7805,0,0
"TG(51:0)",866.8175,866.8175,0,0
"PC(42:3)",868.6795,868.6795,0,0
"TG(52:6)",868.7387,868.7384,0.000300000000038381,65751.700628554
"TG_oxid(50:0)",868.7962,868.7962,0,0
"PC(42:2)",870.6951,870.6951,0,0
"TG_oxid(51:6)",870.7174,870.7255,-0.0081000000000131,0
"TG(52:5)",870.7544,870.7548,-0.000400000000013279,288249.530557329
"SM(46:1)",871.7627,871.7589,0.00379999999995562,165856.086774052
"PE(45:1)",872.7107,872.7107,0,0
"TG_oxid(51:5)",872.7336,872.7435,-0.00990000000001601,297.169724018523
"PC-P(43:0)",872.7471,872.7696,-0.0224999999999227,1205398.81045872
"TG(52:4)",872.7702,872.7696,0.000600000000076761,1205398.81045872
"PE(46:7)",874.6319,874.6319,0,0
"PC-P(44:6)",874.6688,874.6688,0,0
"TG_oxid(51:4)",874.7493,874.7747,-0.0254000000001042,1583594.62121939
"PC-O(43:0)",874.7628,874.7868,-0.0240000000000009,4344336.1621004
"TG(52:3)",874.7859,874.7868,-0.000900000000001455,4344336.1621004
"PC(43:6) or PE(46:6)",876.6476,876.6543,-0.00670000000002346,0
"PC-O(44:6) or PC-P(44:5)",876.6845,876.6847,-0.000200000000063483,1709.62487939271
"TG_oxid(51:3)",876.7649,876.7904,-0.0254999999999654,2672426.51207571
"TG(52:2)",876.8016,876.8024,-0.000800000000026557,6562344.59562687
"PC(43:5)",878.6633,878.6728,-0.00950000000000273,0
"PC-P(44:4)",878.7001,878.6984,0.00170000000002801,4386.52973668542
"TG(53:8)",878.7235,878.7335,-0.0100000000001046,342.270639780405
"TG_oxid(51:2)",878.7806,878.8076,-0.02699999999993,489802.72351184
"TG(52:1)",878.8172,878.8076,0.00959999999997763,489802.72351184
"PC(44:11)",880.5845,880.5879,-0.00339999999994234,12642.5439158391
"PC-O(44:4)",880.7158,880.7236,-0.0078000000000884,0
"TG(53:7)",880.7384,880.745,-0.00660000000004857,2252.00331006421
"TG_oxid(51:1)",880.7962,880.8207,-0.0244999999999891,31788.8094323518
"TG(52:0)",880.8331,880.8241,0.00899999999990087,33363.8093658231
"TG_oxid(52:7)",882.718,882.7247,-0.00670000000002346,0
"TG(53:6)",882.7541,882.7638,-0.00969999999995252,7025.24687417096
"TG_oxid(51:0)",882.8119,882.8119,0,0
"TG_oxid(52:6)",884.7336,884.7413,-0.00769999999999982,0
"TG(53:5)",884.77,884.7634,0.00659999999993488,802.231169054315
"TG(54:11)",886.6912,886.6912,0,0
"PE(46:1)",886.7264,886.734,-0.00760000000002492,6.7641635238754
"TG_oxid(52:5)",886.7493,886.7517,-0.00240000000007967,730.890520117516
"TG(53:4)",886.7859,886.787,-0.00110000000006494,7876.73565895252
"TG(54:10)",888.7074,888.7074,0,0
"PC(43:0)",888.7421,888.7519,-0.00979999999992742,42.1222688702852
"TG_oxid(52:4)",888.765,888.7686,-0.00360000000000582,792.983929622616
"TG(53:3)",888.8016,888.8003,0.00130000000001473,29448.2234946866
"PC(44:6)",890.6638,890.6638,0,0
"TG(54:9)",890.723,890.723,0,0
"TG_oxid(52:3)",890.7806,890.7796,0.00100000000009004,784.921595090867
"TG(53:2)",890.8172,890.8153,0.00189999999997781,31996.80386918
"PC(44:5)",892.6795,892.6795,0,0
"TG(54:8)",892.7387,892.7391,-0.000400000000013279,1279.61700336242
"TG_oxid(52:2)",892.7963,892.8062,-0.00990000000001601,0
"TG(53:1)",892.8329,892.833,-9.99999999748979e-05,338.960462415541
"PC(44:4)",894.6951,894.6951,0,0
"TG(54:7)",894.7541,894.7543,-0.000199999999949796,100704.218744443
"TG_oxid(52:1)",894.8117,894.8117,0,0
"TG(53:0)",894.8487,894.8487,0,0
"TG_oxid(53:7)",896.7336,896.7413,-0.00769999999999982,89.3817599837231
"TG(54:6)",896.7698,896.7717,-0.00189999999997781,254917.681371684
"TG_oxid(52:0)",896.8275,896.8275,0,0
"TG_oxid(53:6)",898.7492,898.7566,-0.00740000000007512,5.44123167564143
"PC-P(45:1)",898.7627,898.7872,-0.0244999999999891,441472.418183451
"TG(54:5)",898.7856,898.7872,-0.00159999999993943,441472.418183451
"PC-P(46:7)",900.6839,900.6839,0,0
"TG_oxid(53:5)",900.7649,900.7923,-0.0273999999999432,239283.213596833
"PC-O(45:1)",900.7784,900.8007,-0.0222999999999729,476521.273901353
"TG(54:4)",900.8015,900.8007,0.000800000000026557,476521.273901353
"PC-O(46:7) or PC-P(46:6)",902.6996,902.6996,0,0
"TG_oxid(53:4)",902.7806,902.8076,-0.02699999999993,260251.946436542
"TG(54:3)",902.8175,902.8161,0.00139999999998963,522545.427118094
"PC-O(46:6)",904.7153,904.7153,0,0
"TG(55:9)",904.7386,904.7386,0,0
"TG_oxid(53:3)",904.7962,904.8252,-0.0289999999999964,73132.3902050713
"TG(54:2)",904.8326,904.8336,-0.00100000000009004,163873.946417152
"TG_oxid(54:9)",906.7177,906.7111,0.00660000000004857,4173.76881236753
"TG(55:8)",906.7543,906.7543,0,0
"TG_oxid(53:2)",906.8119,906.8216,-0.00969999999995252,302.201369957558
"TG(54:1)",906.8485,906.8391,0.00939999999991414,12000.8879611201
"TG_oxid(54:8)",908.7334,908.7422,-0.00880000000006476,0
"TG(55:7)",908.7697,908.7651,0.00459999999998217,675.663865239503
"TG_oxid(53:1)",908.8275,908.8275,0,0
"TG(54:0)",908.8644,908.8644,0,0
"TG_oxid(54:7)",910.7493,910.7562,-0.00690000000008695,0
"TG(55:6)",910.7854,910.7931,-0.00769999999999982,758.083812734408
"TG_oxid(53:0)",910.8432,910.8432,0,0
"TG_oxid(54:6)",912.765,912.765,0,0
"PC-P(46:1)",912.7784,912.7784,0,0
"TG(55:5)",912.8013,912.8013,0,0
"TG(56:11)",914.7225,914.7225,0,0
"PC(45:1)",914.7577,914.7638,-0.0060999999999467,0
"TG_oxid(54:5)",914.7806,914.787,-0.00639999999998508,488.669974662162
"PC-O(46:1)",914.7941,914.787,0.00709999999992306,488.669974662162
"TG(55:4)",914.8172,914.8238,-0.00660000000004857,384.710304054054
"PC(46:7)",916.6789,916.6722,0.00670000000002346,259.034473795047
"TG(56:10)",916.7384,916.7475,-0.00909999999998945,209.24267578125
"TG_oxid(54:4)",916.7963,916.7963,0,0
"TG(55:3)",916.8331,916.8331,0,0
"PC(46:6)",918.6946,918.709,-0.0143999999999096,28232.6370412581
"TG(56:9)",918.7541,918.7555,-0.00139999999998963,9866.1507262642
"TG_oxid(54:3)",918.8119,918.8072,0.00470000000007076,415.284786739865
"TG(55:2)",918.8483,918.8398,0.00850000000002638,0
"TG_oxid(55:9)",920.7336,920.7237,0.00990000000001601,831.701601150883
"TG(56:8)",920.7697,920.7706,-0.000900000000001455,96411.3369524472
"TG_oxid(54:2)",920.8276,920.8276,0,0
"TG(55:1)",920.8641,920.8641,0,0
"TG_oxid(55:8)",922.7487,922.7556,-0.00689999999997326,0
"TG(56:7)",922.7853,922.7874,-0.00210000000004129,216837.924347827
"TG_oxid(54:1)",922.8432,922.8432,0,0
"TG(55:0)",922.8801,922.8801,0,0
"TG_oxid(55:7)",924.7649,924.7933,-0.0284000000000333,90352.5638675255
"TG(56:6)",924.801,924.8019,-0.000900000000001455,165422.102663924
"TG_oxid(54:0)",924.8588,924.8588,0,0
"TG_oxid(55:6)",926.7805,926.7904,-0.00990000000001601,318.995065572901
"TG(56:5)",926.817,926.818,-0.000999999999976353,99818.5884513149
"TG(57:11)",928.7386,928.7386,0,0
"PC(46:1)",928.7734,928.7734,0,0
"TG_oxid(55:5)",928.7962,928.8031,-0.00689999999997326,11.1419673601191
"TG(56:4)",928.8329,928.8316,0.00130000000001473,17246.2923276417
"TG(57:10)",930.754,930.754,0,0
"TG_oxid(55:4)",930.8119,930.8178,-0.00589999999999691,0
"TG(56:3)",930.8485,930.865,-0.0165000000000646,33310.9373631951
"TG_oxid(56:10)",932.7334,932.7334,0,0
"TG(57:9)",932.7697,932.7697,0,0
"TG_oxid(55:3)",932.8275,932.834,-0.00649999999995998,0
"TG(56:2)",932.8641,932.8774,-0.0132999999999583,3424.12211261502
"TG_oxid(56:9)",934.7493,934.7473,0.00199999999995271,493.521853885135
"TG(57:8)",934.7853,934.776,0.00930000000005293,0
"TG_oxid(55:2)",934.8432,934.8432,0,0
"TG(56:1)",934.8799,934.8799,0,0
"TG_oxid(56:8)",936.7649,936.7649,0,0
"TG(57:7)",936.801,936.801,0,0
"TG_oxid(55:1)",936.8588,936.8588,0,0
"TG(56:0)",936.8958,936.8958,0,0
"TG_oxid(56:7)",938.7806,938.7648,0.0158000000000129,249449.057730882
"TG(57:6)",938.8167,938.8128,0.00389999999993051,0
"TG_oxid(55:0)",938.8745,938.8745,0,0
"TG(58:12)",940.7384,940.7448,-0.00640000000009877,0
"TG_oxid(56:6)",940.7963,940.773,0.0232999999999493,37438.4744056826
"TG(57:5)",940.8326,940.8263,0.00630000000001019,0
"TG(58:11)",942.7538,942.7538,0,0
"TG_oxid(56:5)",942.8119,942.8119,0,0
"TG(57:4)",942.8485,942.8485,0,0
"TG(58:10)",944.7697,944.7711,-0.00140000000010332,5556.95807413607
"TG_oxid(56:4)",944.8276,944.8276,0,0
"TG(57:3)",944.8644,944.8644,0,0
"TG_oxid(57:10)",946.7487,946.7407,0.0080000000000382,3044.0667187304
"TG(58:9)",946.7854,946.7849,0.000499999999988177,20799.0131634471
"TG_oxid(56:3)",946.8432,946.8432,0,0
"TG(57:2)",946.8798,946.8798,0,0
"TG_oxid(57:9)",948.7644,948.7707,-0.00630000000001019,0
"TG(58:8)",948.8013,948.8043,-0.00300000000004275,34741.5350341031
"TG_oxid(56:2)",948.8589,948.8682,-0.00930000000005293,0
"TG(57:1)",948.8955,948.8878,0.00769999999999982,357.402607685811
"TG_oxid(57:8)",950.78,950.7871,-0.00710000000003674,0
"TG(58:7)",950.8169,950.8206,-0.00369999999998072,29178.7996941477
"TG_oxid(56:1)",950.8745,950.8745,0,0
"TG(57:0)",950.9114,950.9114,0,0
"TG_oxid(57:7)",952.7956,952.8055,-0.00990000000001601,29.727712871814
"TG(58:6)",952.8326,952.8339,-0.00130000000001473,6666.99526028951
"TG_oxid(56:0)",952.8901,952.8687,0.0213999999999714,17709.8226809724
"TG(59:12)",954.754,954.754,0,0
"TG_oxid(57:6)",954.8113,954.8113,0,0
"TG(58:5)",954.8482,954.8482,0,0
"TG(59:11)",956.7694,956.775,-0.00559999999995853,0
"TG_oxid(57:5)",956.8275,956.8346,-0.00710000000003674,0
"TG(58:4)",956.8641,956.8641,0,0
"TG_oxid(58:11)",958.7487,958.7487,0,0
"TG(59:10)",958.7853,958.7853,0,0
"TG_oxid(57:4)",958.8432,958.8432,0,0
"TG(58:3)",958.8798,958.8872,-0.00739999999996144,389.395903716216
"TG_oxid(58:10)",960.7649,960.7649,0,0
"TG(59:9)",960.801,960.801,0,0
"TG_oxid(57:3)",960.8588,960.8656,-0.00679999999999836,345.823136613176
"TG(58:2)",960.8954,960.8956,-0.000199999999949796,0
"TG_oxid(58:9)",962.7806,962.7806,0,0
"TG(59:8)",962.8169,962.8169,0,0
"TG_oxid(57:2)",962.8745,962.8745,0,0
"TG(58:1)",962.9114,962.9114,0,0
"TG(60:14)",964.7386,964.7386,0,0
"TG_oxid(58:8)",964.7957,964.7957,0,0
"TG(59:7)",964.8323,964.8323,0,0
"TG(59:7)",964.8331,964.8331,0,0
"TG_oxid(57:1)",964.8901,964.8974,-0.00729999999998654,298.073268581081
"TG(58:0)",964.927,964.9175,0.00950000000000273,215.746133340372
"TG(60:13)",966.7543,966.7287,0.0255999999999403,70896.8369143178
"TG_oxid(58:7)",966.8114,966.8114,0,0
"TG(59:6)",966.8482,966.8482,0,0
"TG_oxid(57:0)",966.9058,966.9058,0,0
"TG(60:12)",968.7692,968.772,-0.00280000000009295,0
"TG_oxid(58:6)",968.8275,968.8275,0,0
"TG(59:5)",968.8639,968.8736,-0.00970000000006621,291.717403927365
"TG(60:11)",970.7851,970.7866,-0.00149999999996453,457.516469594595
"TG_oxid(58:5)",970.8432,970.8432,0,0
"TG(59:4)",970.8798,970.8798,0,0
"TG_oxid(59:11)",972.7638,972.7721,-0.00830000000007658,0
"TG(60:10)",972.8012,972.8026,-0.00139999999998963,343.097181165541
"TG_oxid(58:4)",972.8589,972.8589,0,0
"TG(59:3)",972.8954,972.8954,0,0
"TG_oxid(59:10)",974.78,974.7738,0.0061999999999216,2190.56615441876
"TG(60:9)",974.8169,974.8144,0.00250000000005457,326.487119932432
"TG_oxid(58:3)",974.8745,974.8745,0,0
"TG(59:2)",974.9113,974.9113,0,0
"TG(60:8)",976.8326,976.8425,-0.00990000000001601,396.488597972973
"TG_oxid(58:2)",976.8902,976.8902,0,0
"TG(59:1)",976.927,976.927,0,0
"TG(60:7)",978.848,978.848,0,0
"TG_oxid(58:1)",978.9058,978.9058,0,0
"TG(59:0)",978.9427,978.9427,0,0
"TG_oxid(59:7)",980.8275,980.831,-0.00350000000003092,0
"TG(60:6)",980.8636,980.8725,-0.00889999999992597,0
"TG_oxid(60:13)",982.7487,982.7487,0,0
"TG(61:12)",982.7848,982.7903,-0.00549999999998363,0
"TG_oxid(59:6)",982.8431,982.8368,0.00630000000001019,261.493982263513
"TG(60:5)",982.8798,982.8798,0,0
"TG_oxid(60:12)",984.7644,984.7644,0,0
"TG(61:11)",984.8007,984.8007,0,0
"TG_oxid(59:5)",984.8588,984.8588,0,0
"TG(60:4)",984.8957,984.8957,0,0
"TG_oxid(60:11)",986.78,986.78,0,0
"TG_oxid(59:4)",986.8745,986.8745,0,0
"TG(60:3)",986.9114,986.9114,0,0
"TG_oxid(60:10)",988.7957,988.7957,0,0
"TG(61:9)",988.8325,988.8325,0,0
"TG(60:2)",988.927,988.9176,0.00940000000002783,191.230376372466
"TG(62:15)",990.7543,990.7543,0,0
"TG_oxid(60:9)",990.8114,990.8114,0,0
"TG(61:8)",990.8482,990.8482,0,0
"TG(60:1)",990.9424,990.9424,0,0
"TG(62:14)",992.7694,992.7694,0,0
"TG_oxid(60:8)",992.8275,992.8275,0,0
"TG(61:7)",992.8636,992.8636,0,0
"TG_oxid(59:1)",992.9214,992.9214,0,0
"TG(60:0)",992.9583,992.9583,0,0
"TG(62:13)",994.7851,994.7656,0.0195000000001073,20840.9123508962
"TG_oxid(60:7)",994.8432,994.834,0.00920000000007803,351.391786317568
"TG(61:6)",994.8793,994.8869,-0.00760000000002492,407.671004011824
"TG(62:12)",996.8007,996.8051,-0.00440000000003238,0
"TG_oxid(60:6)",996.8589,996.8589,0,0
"TG(61:5)",996.8954,996.8954,0,0
"TG(62:11)",998.8164,998.8164,0,0
"TG_oxid(60:5)",998.8745,998.8745,0,0
"TG(61:4)",998.9113,998.9113,0,0
"TG_oxid(60:4)",1000.8902,1000.8902,0,0
"TG(61:3)",1000.927,1000.927,0,0
"TG(62:9)",1002.8487,1002.8487,0,0
"TG_oxid(60:3)",1002.9058,1002.9058,0,0
"TG(61:2)",1002.9424,1002.9424,0,0
"TG_oxid(61:9)",1004.8275,1004.8227,0.00479999999993197,317.104043856912
"TG(62:8)",1004.8636,1004.8597,0.0039000000000442,345.841137035473
"TG_oxid(60:2)",1004.9214,1004.9214,0,0
"TG(61:1)",1004.9583,1004.9583,0,0
"TG_oxid(61:8)",1006.8426,1006.8426,0,0
"TG(62:7)",1006.8795,1006.8795,0,0
"TG_oxid(60:1)",1006.937,1006.937,0,0
"TG(61:0)",1006.974,1006.974,0,0
"TG_oxid(62:14)",1008.7638,1008.7638,0,0
"TG_oxid(61:7)",1008.8582,1008.8582,0,0
"TG(62:6)",1008.8952,1008.8952,0,0
"TG_oxid(61:6)",1010.8739,1010.8739,0,0
"TG(62:5)",1010.9113,1010.9203,-0.00900000000001455,0
"TG(63:11)",1012.8325,1012.8354,-0.00290000000006785,0
"TG_oxid(61:5)",1012.8896,1012.8896,0,0
"TG(62:4)",1012.927,1012.9326,-0.00559999999995853,244.245064400338
"TG(63:10)",1014.8482,1014.8482,0,0
"TG(64:16)",1016.7694,1016.7694,0,0
"TG(63:9)",1016.8638,1016.8638,0,0
"TG(62:2)",1016.9581,1016.9581,0,0
"TG(64:15)",1018.7851,1018.7851,0,0
"TG_oxid(62:9)",1018.8431,1018.8431,0,0
"TG(63:8)",1018.8792,1018.8792,0,0
"TG_oxid(61:2)",1018.9368,1018.9368,0,0
"TG(62:1)",1018.974,1018.974,0,0
"TG(64:14)",1020.8007,1020.8007,0,0
"TG_oxid(62:8)",1020.8588,1020.8588,0,0
"TG(63:7)",1020.8951,1020.8951,0,0
"TG_oxid(61:1)",1020.9527,1020.9527,0,0
"TG_oxid(62:7)",1022.8744,1022.8744,0,0
"TG(63:6)",1022.9108,1022.9108,0,0
"TG_oxid(62:6)",1024.8901,1024.8814,0.00870000000008986,331.847365920608
"TG(63:5)",1024.927,1024.927,0,0
"TG(64:11)",1026.8482,1026.8482,0,0
"TG_oxid(62:5)",1026.9053,1026.9143,-0.00900000000001455,0
"TG(63:4)",1026.9426,1026.9523,-0.00969999999983884,1087.7202630365
"TG(64:10)",1028.8638,1028.8638,0,0
"TG(63:3)",1028.9583,1028.9743,-0.0160000000000764,11319.9353578334
"TG_oxid(63:10)",1030.8426,1030.8413,0.00129999999990105,1241.55150208148
"TG(64:9)",1030.8795,1030.8857,-0.00620000000003529,0
"TG(63:2)",1030.9737,1030.9737,0,0
"TG(64:8)",1032.8951,1032.8951,0,0
"TG(63:1)",1032.9896,1032.9806,0.00900000000001455,267.963048986487
"TG(64:7)",1034.9108,1034.9108,0,0
"TG_oxid(62:1)",1034.9683,1034.9683,0,0
"TG(64:6)",1036.9265,1036.9315,-0.00499999999988177,0
"TG(65:11)",1040.8633,1040.872,-0.00870000000008986,0
"TG(64:4)",1040.9583,1040.9583,0,0
"TG_oxid(63:4)",1042.937,1042.937,0,0
"TG(64:3)",1042.974,1042.974,0,0
"TG_oxid(64:10)",1044.8583,1044.8583,0,0
"TG(64:2)",1044.9896,1044.9896,0,0
"TG_oxid(64:9)",1046.8739,1046.8577,0.0162000000000262,3438.04431415903
"TG(64:1)",1047.0053,1047.0053,0,0
"TG_oxid(64:8)",1048.8895,1048.8895,0,0
"TG_oxid(63:1)",1048.984,1048.9841,-9.99999999748979e-05,0
"TG_oxid(64:7)",1050.9052,1050.9116,-0.00639999999998508,321.761006123311
"TG(65:6)",1050.9426,1050.9515,-0.00889999999981228,0
"TG(66:12)",1052.8638,1052.8732,-0.00939999999991414,322.119140625
"TG(65:5)",1052.9583,1052.9708,-0.0125000000000455,13579.710148526
"TG(66:11)",1054.879,1054.879,0,0
"TG(65:4)",1054.9739,1054.9893,-0.0153999999999996,7855.40475475171
