"Molecule_List_Name","Precursor_Name","Precursor_m_z","Precursor_Charge"
"Lipid","TG(61:2)",1002.9424,1
"Lipid","TG_oxid(61:9)",1004.8275,1
"Lipid","TG(62:8)",1004.8636,1
"Lipid","TG_oxid(60:2)",1004.9214,1
"Lipid","TG(61:1)",1004.9583,1
"Lipid","TG_oxid(61:8)",1006.8426,1
"Lipid","TG(62:7)",1006.8795,1
"Lipid","TG_oxid(60:1)",1006.937,1
"Lipid","TG(61:0)",1006.974,1
"Lipid","TG_oxid(62:14)",1008.7638,1
"Lipid","TG_oxid(61:7)",1008.8582,1
"Lipid","TG(62:6)",1008.8952,1
"Lipid","TG_oxid(61:6)",1010.8739,1
"Lipid","TG(62:5)",1010.9113,1
"Lipid","TG(63:11)",1012.8325,1
"Lipid","TG_oxid(61:5)",1012.8896,1
"Lipid","TG(62:4)",1012.927,1
"Lipid","TG(63:10)",1014.8482,1
"Lipid","TG(64:16)",1016.7694,1
"Lipid","TG(63:9)",1016.8638,1
"Lipid","TG(62:2)",1016.9581,1
"Lipid","TG(64:15)",1018.7851,1
"Lipid","TG_oxid(62:9)",1018.8431,1
"Lipid","TG(63:8)",1018.8792,1
"Lipid","TG_oxid(61:2)",1018.9368,1
"Lipid","TG(62:1)",1018.974,1
"Lipid","TG(64:14)",1020.8007,1
"Lipid","TG_oxid(62:8)",1020.8588,1
"Lipid","TG(63:7)",1020.8951,1
"Lipid","TG_oxid(61:1)",1020.9527,1
"Lipid","TG_oxid(62:7)",1022.8744,1
"Lipid","TG(63:6)",1022.9108,1
"Lipid","TG_oxid(62:6)",1024.8901,1
"Lipid","TG(63:5)",1024.927,1
"Lipid","TG(64:11)",1026.8482,1
"Lipid","TG_oxid(62:5)",1026.9053,1
"Lipid","TG(63:4)",1026.9426,1
"Lipid","TG(64:10)",1028.8638,1
"Lipid","TG(63:3)",1028.9583,1
"Lipid","TG_oxid(63:10)",1030.8426,1
"Lipid","TG(64:9)",1030.8795,1
"Lipid","TG(63:2)",1030.9737,1
"Lipid","TG(64:8)",1032.8951,1
"Lipid","TG(63:1)",1032.9896,1
"Lipid","TG(64:7)",1034.9108,1
"Lipid","TG_oxid(62:1)",1034.9683,1
"Lipid","TG(64:6)",1036.9265,1
"Lipid","TG(65:11)",1040.8633,1
"Lipid","TG(64:4)",1040.9583,1
"Lipid","TG_oxid(63:4)",1042.937,1
"Lipid","TG(64:3)",1042.974,1
"Lipid","TG_oxid(64:10)",1044.8583,1
"Lipid","TG(64:2)",1044.9896,1
"Lipid","TG_oxid(64:9)",1046.8739,1
"Lipid","TG(64:1)",1047.0053,1
"Lipid","TG_oxid(64:8)",1048.8895,1
"Lipid","TG_oxid(63:1)",1048.984,1
"Lipid","TG_oxid(64:7)",1050.9052,1
"Lipid","TG(65:6)",1050.9426,1
"Lipid","TG(66:12)",1052.8638,1
"Lipid","TG(65:5)",1052.9583,1
"Lipid","TG(66:11)",1054.879,1
"Lipid","TG(65:4)",1054.9739,1
"Lipid","TG(66:10)",1056.8951,1
"Lipid","TG(66:9)",1058.9108,1
"Lipid","TG(66:6)",1064.9583,1
"Lipid","TG_oxid(65:6)",1066.9365,1
"Lipid","TG(66:5)",1066.974,1
"Lipid","TG_oxid(65:5)",1068.9522,1
"Lipid","TG(66:4)",1068.9896,1
"Lipid","TG_oxid(66:11)",1070.8739,1
"Lipid","TG(67:7)",1076.9577,1
"Lipid","TG(67:6)",1078.9734,1
"Lipid","TG(68:12)",1080.8946,1
"Lipid","TG(67:1)",1089.0522,1
"Lipid","TG(68:7)",1090.9734,1
"Lipid","TG(68:6)",1092.9891,1
